name	source	chrom	start	end	strand	YB1_aer_MinION_raw	YB1_aer_MinION_cpm	YB1_aer_0508_raw	YB1_aer_0508_cpm	YB1_ana_v2_raw	YB1_ana_v2_cpm	YB1_ana_0507_raw	YB1_ana_0507_cpm	YB1_ana_0508_raw	YB1_ana_0508_cpm	SL7207_aer_0507_raw	SL7207_aer_0507_cpm	SL7207_aer_0509_raw	SL7207_aer_0509_cpm	SL7207_ana_0509_raw	SL7207_ana_0509_cpm	dAsd_aer_0511_raw	dAsd_aer_0511_cpm	dAsd_ana_0512_raw	dAsd_ana_0512_cpm	dAsd_aer_0514_raw	dAsd_aer_0514_cpm	dAsd_ana_0514_raw	dAsd_ana_0514_cpm
SSU_rRNA_archaea	Rfam	NC_016810.1	2800533	2802068	-	3407	11963.62	9271	10831.61	1929	13914.54	17693	21253.57	7793	15683.17	8749	12110.37	13920	23485.27	26819	20777.44	15791	17754.61	12456	13467.98	5973	19823.7	19553	20730.43
SSU_rRNA_eukarya	Rfam	NC_016810.1	2800536	2802068	-	3407	11963.62	9271	10831.61	1929	13914.54	17693	21253.57	7793	15683.17	8749	12110.37	13920	23485.27	26818	20776.67	15791	17754.61	12456	13467.98	5973	19823.7	19553	20730.43
SSU_rRNA_microsporidia	Rfam	NC_016810.1	2800536	2802068	-	3407	11963.62	9271	10831.61	1929	13914.54	17693	21253.57	7793	15683.17	8749	12110.37	13920	23485.27	26818	20776.67	15791	17754.61	12456	13467.98	5973	19823.7	19553	20730.43
Ysr155_RyfD	Rfam	NC_016810.1	2805082	2805221	-	43	150.99	120	140.2	68	490.51	86	103.31	69	138.86	128	177.18	54	91.11	69	53.46	82	92.2	85	91.91	19	63.06	51	54.07
Phe_leader	Rfam	NC_016810.1	2808521	2808647	+	2	7.02	88	102.81	0	0.0	69	82.89	69	138.86	45	62.29	16	26.99	58	44.93	23	25.86	55	59.47	12	39.83	62	65.73
isrL	Rfam	NC_016810.1	2850243	2850588	-	0	0.0	2	2.34	0	0.0	1	1.2	0	0.0	1	1.38	1	1.69	1	0.77	4	4.5	2	2.16	0	0.0	1	1.06
c4-a1b1	Rfam	NC_016810.1	2896863	2896916	+	1	3.51	8	9.35	1	7.21	2	2.4	0	0.0	4	5.54	1	1.69	3	2.32	9	10.12	5	5.41	1	3.32	8	8.48
isrK	Rfam	NC_016810.1	2896876	2896954	+	1	3.51	8	9.35	1	7.21	2	2.4	0	0.0	4	5.54	1	1.69	3	2.32	9	10.12	5	5.41	1	3.32	8	8.48
C4	Rfam	NC_016810.1	2897016	2897104	+	1	3.51	11	12.85	1	7.21	7	8.41	1	2.01	8	11.07	1	1.69	6	4.65	15	16.87	9	9.73	1	3.32	10	10.6
EFASI	Rfam	NC_016810.1	2922796	2922925	+	0	0.0	3	3.5	0	0.0	0	0.0	1	2.01	1	1.38	2	3.37	1	0.77	1	1.12	5	5.41	0	0.0	1	1.06
IsrM	Rfam	NC_016810.1	2927615	2927944	+	0	0.0	0	0.0	0	0.0	0	0.0	1	2.01	0	0.0	0	0.0	0	0.0	0	0.0	1	1.08	2	6.64	0	0.0
isrN	Rfam	NC_016810.1	2929500	2929643	+	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.69	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
STnc260	Rfam	NC_016810.1	2988648	2988823	+	1	3.51	15	17.52	0	0.0	11	13.21	7	14.09	6	8.31	13	21.93	46	35.64	12	13.49	16	17.3	4	13.28	19	20.14
MicA	Rfam	NC_016810.1	2989428	2989501	+	10	35.11	104	121.51	4	28.85	116	139.34	117	235.46	88	121.81	56	94.48	142	110.01	17	19.11	34	36.76	14	46.46	59	62.55
STnc590	Rfam	NC_016810.1	3033382	3033542	+	1	3.51	4	4.67	1	7.21	8	9.61	1	2.01	4	5.54	7	11.81	15	11.62	0	0.0	1	1.08	0	0.0	1	1.06
hilD_3p_UTR	Rfam	NC_016810.1	3041341	3041651	+	3	10.53	10	11.68	0	0.0	13	15.62	6	12.07	2	2.77	9	15.18	19	14.72	1	1.12	0	0.0	0	0.0	1	1.06
InvR	Rfam	NC_016810.1	3067499	3067590	+	1	3.51	64	74.77	2	14.43	70	84.09	68	136.85	23	31.84	32	53.99	86	66.63	4	4.5	3	3.24	4	13.28	4	4.24
CsrB	Rfam	NC_016810.1	3138157	3138513	-	293	1028.86	1036	1210.39	53	382.31	603	724.35	395	794.93	414	573.06	399	673.18	819	634.5	964	1083.87	1222	1321.28	247	819.76	896	949.95
GcvB	Rfam	NC_016810.1	3156778	3156984	+	49	172.06	157	183.43	14	100.99	365	438.45	202	406.52	121	167.49	394	664.74	426	330.03	1087	1222.17	503	543.87	224	743.43	1050	1113.23
OmrA-B	Rfam	NC_016810.1	3191583	3191670	-	2	7.02	6	7.01	0	0.0	12	14.41	9	18.11	1	1.38	11	18.56	20	15.49	9	10.12	17	18.38	4	13.28	14	14.84
OmrA-B	Rfam	NC_016810.1	3191785	3191870	-	1	3.51	11	12.85	1	7.21	10	12.01	11	22.14	3	4.15	8	13.5	21	16.27	9	10.12	8	8.65	4	13.28	18	19.08
STnc280	Rfam	NC_016810.1	3201001	3201084	+	0	0.0	0	0.0	0	0.0	1	1.2	0	0.0	6	8.31	1	1.69	2	1.55	0	0.0	0	0.0	0	0.0	0	0.0
STnc290	Rfam	NC_016810.1	3215640	3215705	-	4	14.05	21	24.53	3	21.64	23	27.63	8	16.1	19	26.3	29	48.93	37	28.66	4	4.5	13	14.06	6	19.91	17	18.02
isrO	Rfam	NC_016810.1	3219099	3219300	+	0	0.0	11	12.85	1	7.21	1	1.2	4	8.05	6	8.31	8	13.5	11	8.52	8	8.99	16	17.3	3	9.96	14	14.84
SIB_RNA	Rfam	NC_016810.1	3243632	3243785	+	16	56.18	104	121.51	13	93.77	47	56.46	44	88.55	77	106.58	68	114.73	103	79.8	66	74.21	79	85.42	24	79.65	69	73.15
STnc300	Rfam	NC_016810.1	3304509	3304668	-	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.12	0	0.0	0	0.0	0	0.0
FMN	Rfam	NC_016810.1	3379314	3379513	-	266	934.05	960	1121.6	70	504.93	829	995.83	562	1131.01	711	984.17	302	509.52	1140	883.19	312	350.8	591	639.02	175	580.8	436	462.25
SIB_RNA	Rfam	NC_016810.1	3383028	3383179	-	116	407.33	1198	1399.66	118	851.17	916	1100.34	700	1408.73	505	699.02	214	361.05	534	413.7	806	906.23	1220	1319.12	154	511.11	653	692.32
STnc310	Rfam	NC_016810.1	3413971	3414032	-	1	3.51	3	3.5	1	7.21	0	0.0	0	0.0	1	1.38	0	0.0	4	3.1	1	1.12	0	0.0	1	3.32	0	0.0
STnc320	Rfam	NC_016810.1	3425599	3425654	+	2	7.02	7	8.18	3	21.64	10	12.01	6	12.07	2	2.77	2	3.37	2	1.55	2	2.25	3	3.24	0	0.0	3	3.18
SraG	Rfam	NC_016810.1	3472143	3472311	+	47	165.04	328	383.21	38	274.11	257	308.72	143	287.78	291	402.8	193	325.62	492	381.17	185	208.0	339	366.54	105	348.48	295	312.76
S15	Rfam	NC_016810.1	3472541	3472657	-	46	161.53	302	352.84	37	266.89	214	257.07	138	277.72	269	372.35	169	285.13	450	348.63	173	194.51	333	360.05	94	311.98	276	292.62
rimP	Rfam	NC_016810.1	3479017	3479118	-	31	108.86	98	114.5	4	28.85	156	187.39	74	148.92	76	105.2	51	86.05	228	176.64	45	50.6	97	104.88	58	192.5	115	121.92
STnc490	Rfam	NC_016810.1	3485904	3486028	-	5	17.56	6	7.01	1	7.21	5	6.01	6	12.07	8	11.07	9	15.18	16	12.4	6	6.75	9	9.73	0	0.0	7	7.42
greA	Rfam	NC_016810.1	3489916	3490039	-	10	35.11	24	28.04	1	7.21	41	49.25	33	66.41	26	35.99	16	26.99	56	43.38	25	28.11	26	28.11	13	43.15	39	41.35
ArcZ	Rfam	NC_016810.1	3511799	3511904	+	4	14.05	16	18.69	4	28.85	8	9.61	7	14.09	21	29.07	10	16.87	13	10.07	7	7.87	8	8.65	2	6.64	6	6.36
LSU_rRNA_archaea	Rfam	NC_016810.1	3588604	3591594	-	33891	119007.66	85117	99444.93	11680	84251.83	89705	107757.38	53358	107381.33	69574	96304.32	65816	111042.13	141179	109375.38	104120	117067.29	102464	110788.66	33984	112788.99	98067	103972.32
LSU_rRNA_eukarya	Rfam	NC_016810.1	3588614	3591434	-	33693	118312.38	84901	99192.57	11591	83609.84	89665	107709.33	53308	107280.71	69458	96143.76	65745	110922.34	141068	109289.38	104014	116948.11	102309	110621.07	33950	112676.15	97975	103874.78
StyR-44	Rfam	NC_016810.1	3591600	3591709	-	79	277.41	365	426.44	17	122.63	351	421.64	253	509.15	295	408.34	285	480.84	698	540.76	655	736.45	652	704.97	250	829.72	910	964.8
SSU_rRNA_archaea	Rfam	NC_016810.1	3591949	3593484	-	4571	16050.99	12155	14201.08	2803	20219.0	21941	26356.44	9795	19712.14	11679	16166.07	17805	30039.88	35349	27385.87	19841	22308.22	15142	16372.21	7034	23345.04	22893	24271.55
SSU_rRNA_eukarya	Rfam	NC_016810.1	3591952	3593484	-	4571	16050.99	12155	14201.08	2803	20219.0	21941	26356.44	9795	19712.14	11679	16166.07	17805	30039.88	35349	27385.87	19841	22308.22	15142	16372.21	7034	23345.04	22893	24271.55
SSU_rRNA_microsporidia	Rfam	NC_016810.1	3591952	3593484	-	4571	16050.99	12155	14201.08	2803	20219.0	21941	26356.44	9795	19712.14	11679	16166.07	17805	30039.88	35349	27385.87	19841	22308.22	15142	16372.21	7034	23345.04	22893	24271.55
Alpha_RBS	Rfam	NC_016810.1	3607181	3607293	-	47	165.04	226	264.04	18	129.84	202	242.65	141	283.76	166	229.78	173	291.88	499	386.59	177	199.01	144	155.7	77	255.55	231	244.91
STnc490	Rfam	NC_016810.1	3657146	3657270	-	1	3.51	1	1.17	0	0.0	4	4.8	0	0.0	1	1.38	0	0.0	1	0.77	4	4.5	7	7.57	1	3.32	1	1.06
STnc340	Rfam	NC_016810.1	3657274	3657403	-	0	0.0	1	1.17	0	0.0	2	2.4	2	4.02	1	1.38	5	8.44	4	3.1	3	3.37	2	2.16	0	0.0	0	0.0
YrlA	Rfam	NC_016810.1	3704123	3704232	-	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.69	2	1.55	2	2.25	1	1.08	0	0.0	2	2.12
YrlA	Rfam	NC_016810.1	3704237	3704356	-	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.69	2	1.55	2	2.25	4	4.32	0	0.0	2	2.12
YrlB	Rfam	NC_016810.1	3704359	3704437	-	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.69	2	1.55	3	3.37	5	5.41	0	0.0	3	3.18
RyhB	Rfam	NC_016810.1	3736723	3736788	-	0	0.0	2	2.34	0	0.0	2	2.4	0	0.0	1	1.38	2	3.37	1	0.77	3	3.37	1	1.08	0	0.0	0	0.0
STnc350	Rfam	NC_016810.1	3782694	3782762	-	10	35.11	31	36.22	3	21.64	48	57.66	32	64.4	22	30.45	22	37.12	52	40.29	34	38.23	25	27.03	6	19.91	35	37.11
STnc361	Rfam	NC_016810.1	3801578	3801727	+	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.06
rdlD	Rfam	NC_016810.1	3829660	3829726	+	54	189.62	212	247.69	40	288.53	99	118.92	104	209.3	146	202.09	26	43.87	93	72.05	105	118.06	188	203.27	19	63.06	168	178.12
RtT	Rfam	NC_016810.1	3841564	3841698	-	1	3.51	5	5.84	1	7.21	7	8.41	3	6.04	5	6.92	7	11.81	14	10.85	2	2.25	5	5.41	2	6.64	7	7.42
cspA	Rfam	NC_016810.1	3857589	3858017	+	666	2338.65	2195	2564.49	166	1197.41	2408	2892.59	1464	2946.25	2135	2955.27	3443	5808.89	7448	5770.18	476	535.19	1123	1214.24	663	2200.42	1874	1986.85
STnc370	Rfam	NC_016810.1	3861002	3861073	+	3	10.53	27	31.54	1	7.21	29	34.84	12	24.15	11	15.23	18	30.37	55	42.61	13	14.62	20	21.62	13	43.15	30	31.81
STnc380	Rfam	NC_016810.1	3906943	3907051	-	0	0.0	0	0.0	1	7.21	0	0.0	1	2.01	0	0.0	1	1.69	0	0.0	2	2.25	1	1.08	0	0.0	1	1.06
STnc390	Rfam	NC_016810.1	3923907	3923967	-	3	10.53	7	8.18	0	0.0	8	9.61	7	14.09	5	6.92	5	8.44	7	5.42	15	16.87	13	14.06	2	6.64	9	9.54
JUMPstart	Rfam	NC_016810.1	3940290	3940329	-	0	0.0	0	0.0	1	7.21	3	3.6	0	0.0	1	1.38	3	5.06	7	5.42	2	2.25	3	3.24	4	13.28	5	5.3
tRNA-Sec	Rfam	NC_016810.1	3969889	3969980	+	0	0.0	5	5.84	1	7.21	2	2.4	6	12.07	8	11.07	0	0.0	4	3.1	3	3.37	10	10.81	0	0.0	11	11.66
mgtC_leader	Rfam	NC_016810.1	3986668	3986781	-	1	3.51	10	11.68	0	0.0	7	8.41	2	4.02	4	5.54	5	8.44	3	2.32	35	39.35	33	35.68	2	6.64	15	15.9
istR	Rfam	NC_016810.1	4019329	4019459	-	1	3.51	6	7.01	3	21.64	4	4.8	3	6.04	11	15.23	4	6.75	12	9.3	5	5.62	6	6.49	5	16.59	9	9.54
ROSE_2	Rfam	NC_016810.1	4031635	4031709	-	9	31.6	17	19.86	0	0.0	53	63.67	46	92.57	10	13.84	18	30.37	75	58.1	14	15.74	16	17.3	8	26.55	12	12.72
AsdA	Rfam	NC_016810.1	4065750	4065831	+	2	7.02	2	2.34	1	7.21	5	6.01	2	4.02	10	13.84	11	18.56	39	30.21	4	4.5	4	4.32	2	6.64	8	8.48
msr	Rfam	NC_016810.1	4072455	4072525	+	19	66.72	171	199.78	9	64.92	97	116.52	93	187.16	95	131.5	37	62.42	105	81.35	74	83.2	123	132.99	40	132.76	111	117.68
STnc400	Rfam	NC_016810.1	4072527	4072651	+	20	70.23	172	200.95	9	64.92	108	129.73	95	191.18	97	134.27	42	70.86	104	80.57	73	82.08	124	134.07	40	132.76	107	113.44
STnc410	Rfam	NC_016810.1	4093817	4093975	+	0	0.0	4	4.67	0	0.0	2	2.4	2	4.02	2	2.77	2	3.37	1	0.77	4	4.5	0	0.0	1	3.32	4	4.24
SSU_rRNA_archaea	Rfam	NC_016810.1	4121443	4122978	+	3761	13206.69	11201	13086.49	2277	16424.78	19379	23278.86	8850	17810.35	11192	15491.97	15783	26628.45	31552	24444.23	18124	20377.71	13695	14807.65	6444	21386.9	20867	22123.55
SSU_rRNA_eukarya	Rfam	NC_016810.1	4121443	4122975	+	3761	13206.69	11201	13086.49	2277	16424.78	19379	23278.86	8850	17810.35	11192	15491.97	15783	26628.45	31552	24444.23	18124	20377.71	13695	14807.65	6443	21383.58	20867	22123.55
SSU_rRNA_microsporidia	Rfam	NC_016810.1	4121443	4122975	+	3761	13206.69	11201	13086.49	2277	16424.78	19379	23278.86	8850	17810.35	11192	15491.97	15783	26628.45	31552	24444.23	18124	20377.71	13695	14807.65	6443	21383.58	20867	22123.55
StyR-44	Rfam	NC_016810.1	4123218	4123327	+	74	259.85	433	505.89	7	50.49	334	401.21	225	452.81	364	503.85	334	563.51	889	688.73	575	646.5	657	710.38	225	746.75	874	926.63
LSU_rRNA_archaea	Rfam	NC_016810.1	4123333	4126323	+	30378	106671.82	81351	95044.99	10654	76850.94	81970	98465.77	48807	98222.59	67267	93110.98	61461	103694.54	132447	102610.45	92924	104479.07	90999	98392.19	32064	106416.73	90933	96408.73
LSU_rRNA_eukarya	Rfam	NC_016810.1	4123493	4126313	+	30214	106095.93	81128	94784.45	10568	76230.6	81915	98399.71	48745	98097.81	67143	92939.33	61387	103569.69	132330	102519.8	92813	104354.27	90845	98225.68	32038	106330.44	90838	96308.01
Rev39_5p_UTR	Rfam	NC_016810.1	4130207	4130498	+	28	98.32	450	525.75	32	230.83	258	309.92	169	340.11	106	146.73	86	145.1	191	147.97	84	94.45	149	161.11	41	136.07	170	180.24
TrxA_thermometer	Rfam	NC_016810.1	4146322	4146410	+	24	84.28	79	92.3	8	57.71	49	58.86	42	84.52	69	95.51	39	65.8	82	63.53	55	61.84	99	107.04	25	82.97	79	83.76
GlmZ_SraJ	Rfam	NC_016810.1	4163191	4163399	+	108	379.24	515	601.69	23	165.91	293	351.96	184	370.29	330	456.79	326	550.01	634	491.18	367	412.64	700	756.87	134	444.73	423	448.47
GlmY_tke1	Rfam	NC_016810.1	4163193	4163342	+	108	379.24	513	599.35	23	165.91	286	343.56	180	362.24	327	452.63	322	543.27	610	472.58	366	411.51	699	755.79	132	438.09	413	437.87
Erse	Rfam	NC_016810.1	4199954	4200206	+	0	0.0	10	11.68	3	21.64	10	12.01	5	10.06	8	11.07	13	21.93	28	21.69	11	12.37	9	9.73	1	3.32	13	13.78
SSU_rRNA_archaea	Rfam	NC_016810.1	4217608	4219143	+	3896	13680.74	11188	13071.3	2517	18155.98	19251	23125.1	8849	17808.34	11203	15507.19	15868	26771.86	31392	24320.27	17521	19699.73	13309	14390.29	6494	21552.84	20978	22241.24
SSU_rRNA_eukarya	Rfam	NC_016810.1	4217608	4219140	+	3896	13680.74	11188	13071.3	2517	18155.98	19251	23125.1	8849	17808.34	11203	15507.19	15868	26771.86	31392	24320.27	17521	19699.73	13309	14390.29	6494	21552.84	20978	22241.24
SSU_rRNA_microsporidia	Rfam	NC_016810.1	4217608	4219140	+	3896	13680.74	11188	13071.3	2517	18155.98	19251	23125.1	8849	17808.34	11203	15507.19	15868	26771.86	31392	24320.27	17521	19699.73	13309	14390.29	6494	21552.84	20978	22241.24
StyR-44	Rfam	NC_016810.1	4219544	4219651	+	48	168.55	183	213.8	13	93.77	170	204.21	124	249.55	164	227.01	227	382.99	628	486.53	337	378.91	277	299.5	133	441.41	374	396.52
LSU_rRNA_archaea	Rfam	NC_016810.1	4219657	4222647	+	26652	93588.03	69938	81710.81	10086	72753.77	74581	89589.8	43755	88055.59	58301	80700.24	55552	93725.11	120198	93120.8	84141	94603.91	81027	87610.02	28920	95982.16	81814	86740.61
LSU_rRNA_eukarya	Rfam	NC_016810.1	4219817	4222637	+	26532	93166.65	69748	81488.83	10022	72292.11	74537	89536.95	43704	87952.96	58204	80565.97	55493	93625.57	120102	93046.43	84030	94479.11	80897	87469.45	28897	95905.82	81741	86663.21
Spot_42	Rfam	NC_016810.1	4230493	4230613	+	10	35.11	532	621.55	3	21.64	500	600.62	449	903.6	277	383.42	144	242.95	631	488.85	255	286.71	338	365.46	129	428.14	397	420.91
CsrC	Rfam	NC_016810.1	4231592	4231847	+	381	1337.87	2016	2355.36	97	699.69	997	1197.64	602	1211.51	876	1212.56	447	754.16	905	701.13	1519	1707.89	2257	2440.37	434	1440.4	1551	1644.4
ES222	Rfam	NC_016810.1	4238632	4238740	+	5	17.56	31	36.22	5	36.07	12	14.41	5	10.06	24	33.22	26	43.87	44	34.09	11	12.37	18	19.46	9	29.87	29	30.75
SECIS_3	Rfam	NC_016810.1	4268605	4268664	-	9	31.6	18	21.03	3	21.64	11	13.21	11	22.14	26	35.99	39	65.8	34	26.34	0	0.0	1	1.08	0	0.0	0	0.0
STnc420	Rfam	NC_016810.1	4272917	4272977	-	5	17.56	12	14.02	0	0.0	22	26.43	9	18.11	12	16.61	21	35.43	35	27.12	0	0.0	1	1.08	1	3.32	5	5.3
ClpQY_promoter	Rfam	NC_016810.1	4322456	4322513	-	3	10.53	3	3.5	4	28.85	16	19.22	11	22.14	9	12.46	14	23.62	41	31.76	14	15.74	10	10.81	4	13.28	15	15.9
L31-Gammaproteobacteria	Rfam	NC_016810.1	4327142	4327195	+	11	38.63	96	112.16	4	28.85	80	96.1	41	82.51	58	80.28	60	101.23	150	116.21	74	83.2	102	110.29	36	119.48	114	120.86
isrP	Rfam	NC_016810.1	4328156	4328304	+	3	10.53	8	9.35	0	0.0	13	15.62	6	12.07	7	9.69	6	10.12	22	17.04	2	2.25	8	8.65	6	19.91	6	6.36
OxyS	Rfam	NC_016810.1	4364311	4364423	-	0	0.0	42	49.07	2	14.43	30	36.04	52	104.65	186	257.46	45	75.92	130	100.71	27	30.36	127	137.32	2	6.64	28	29.69
Cobalamin	Rfam	NC_016810.1	4369288	4369481	+	2	7.02	18	21.03	0	0.0	5	6.01	4	8.05	11	15.23	6	10.12	11	8.52	3	3.37	11	11.89	1	3.32	4	4.24
SSU_rRNA_archaea	Rfam	NC_016810.1	4372572	4374107	+	3843	13494.63	11274	13171.78	2522	18192.05	19231	23101.08	8635	17377.67	11388	15763.27	15871	26776.92	31406	24331.12	17410	19574.93	13532	14631.4	6548	21732.06	21122	22393.91
SSU_rRNA_eukarya	Rfam	NC_016810.1	4372572	4374104	+	3843	13494.63	11274	13171.78	2522	18192.05	19231	23101.08	8635	17377.67	11388	15763.27	15871	26776.92	31406	24331.12	17410	19574.93	13532	14631.4	6548	21732.06	21122	22393.91
SSU_rRNA_microsporidia	Rfam	NC_016810.1	4372572	4374104	+	3843	13494.63	11274	13171.78	2522	18192.05	19231	23101.08	8635	17377.67	11388	15763.27	15871	26776.92	31406	24331.12	17410	19574.93	13532	14631.4	6548	21732.06	21122	22393.91
StyR-44	Rfam	NC_016810.1	4374508	4374615	+	62	217.71	193	225.49	13	93.77	147	176.58	113	227.41	183	253.31	209	352.62	640	495.83	324	364.29	277	299.5	122	404.9	418	443.17
LSU_rRNA_archaea	Rfam	NC_016810.1	4374621	4377611	+	26866	94339.49	70281	82111.55	10008	72191.12	74468	89454.06	43799	88144.14	57992	80272.52	55899	94310.56	120744	93543.8	84108	94566.8	80997	87577.58	29047	96403.66	81959	86894.34
LSU_rRNA_eukarya	Rfam	NC_016810.1	4374781	4377601	+	26743	93907.58	70083	81880.22	9934	71657.34	74441	89421.63	43756	88057.6	57879	80116.11	55839	94209.33	120646	93467.88	84017	94464.49	80880	87451.07	29022	96320.68	81898	86829.66
P26	Rfam	NC_016810.1	4386925	4386987	+	57	200.15	207	241.84	31	223.61	151	181.39	101	203.26	134	185.48	112	188.96	244	189.03	373	419.38	403	435.74	124	411.54	315	333.97
SSU_rRNA_archaea	Rfam	NC_016810.1	4416012	4417547	+	3669	12883.63	11204	13089.99	2341	16886.43	19459	23374.96	8875	17860.66	10612	14689.13	15740	26555.9	31316	24261.39	18069	20315.87	13976	15111.48	6517	21629.17	21233	22511.59
SSU_rRNA_eukarya	Rfam	NC_016810.1	4416012	4417544	+	3669	12883.63	11204	13089.99	2341	16886.43	19459	23374.96	8875	17860.66	10612	14689.13	15740	26555.9	31316	24261.39	18069	20315.87	13976	15111.48	6517	21629.17	21233	22511.59
SSU_rRNA_microsporidia	Rfam	NC_016810.1	4416012	4417544	+	3669	12883.63	11204	13089.99	2341	16886.43	19459	23374.96	8875	17860.66	10612	14689.13	15740	26555.9	31316	24261.39	18069	20315.87	13976	15111.48	6517	21629.17	21233	22511.59
StyR-44	Rfam	NC_016810.1	4417787	4417894	+	72	252.83	267	311.94	13	93.77	235	282.29	158	317.97	221	305.91	252	425.16	604	467.94	570	640.88	532	575.22	224	743.43	728	771.84
LSU_rRNA_archaea	Rfam	NC_016810.1	4417900	4420890	+	27180	95442.1	70612	82498.27	10293	74246.93	75459	90644.49	44171	88892.78	57834	80053.82	54982	92763.43	120931	93688.68	85759	96423.11	82984	89726.01	28843	95726.6	82245	87197.56
LSU_rRNA_eukarya	Rfam	NC_016810.1	4418060	4420880	+	27065	95038.28	70422	82276.28	10215	73684.29	75411	90586.83	44134	88818.32	57729	79908.48	54907	92636.9	120842	93619.72	85662	96314.04	82843	89573.56	28809	95613.76	82158	87105.32
STnc430	Rfam	NC_016810.1	4463188	4463350	-	6	21.07	19	22.2	0	0.0	38	45.65	21	42.26	5	6.92	18	30.37	48	37.19	20	22.49	38	41.09	7	23.23	40	42.41
JUMPstart	Rfam	NC_016810.1	4499028	4499066	+	1	3.51	4	4.67	0	0.0	1	1.2	0	0.0	0	0.0	0	0.0	5	3.87	0	0.0	0	0.0	0	0.0	0	0.0
sraL	Rfam	NC_016810.1	4526161	4526302	-	3	10.53	24	28.04	1	7.21	40	48.05	28	56.35	8	11.07	2	3.37	11	8.52	28	31.48	41	44.33	1	3.32	7	7.42
SECIS_2	Rfam	NC_016810.1	4548322	4548377	-	10	35.11	24	28.04	4	28.85	28	33.63	31	62.39	15	20.76	21	35.43	75	58.1	40	44.97	53	57.31	24	79.65	69	73.15
STnc630	Rfam	NC_016810.1	4553764	4553930	+	9	31.6	46	53.74	6	43.28	28	33.63	20	40.25	33	45.68	29	48.93	59	45.71	12	13.49	11	11.89	7	23.23	30	31.81
PinT	Rfam	NC_016810.1	4580484	4580560	+	0	0.0	8	9.35	1	7.21	5	6.01	4	8.05	13	17.99	8	13.5	15	11.62	2	2.25	2	2.16	1	3.32	8	8.48
Guanidine-II	Rfam	NC_016810.1	4602014	4602059	+	5	17.56	11	12.85	0	0.0	8	9.61	6	12.07	18	24.92	18	30.37	32	24.79	4	4.5	5	5.41	9	29.87	8	8.48
RpsF_leader	Rfam	NC_016810.1	4651011	4651096	+	24	84.28	62	72.44	6	43.28	53	63.67	35	70.44	51	70.59	56	94.48	113	87.54	102	114.68	112	121.1	54	179.22	179	189.78
STnc450	Rfam	NC_016810.1	4665658	4665714	-	3	10.53	5	5.84	0	0.0	8	9.61	11	22.14	4	5.54	13	21.93	20	15.49	8	8.99	10	10.81	3	9.96	11	11.66
naRNA4	Rfam	NC_016810.1	4713038	4713114	+	2	7.02	9	10.51	0	0.0	6	7.21	0	0.0	13	17.99	11	18.56	12	9.3	12	13.49	15	16.22	8	26.55	24	25.45
Magnesium-II	Rfam	NC_016810.1	4720061	4720174	+	2	7.02	4	4.67	3	21.64	1	1.2	1	2.01	8	11.07	14	23.62	4	3.1	13	14.62	11	11.89	8	26.55	16	16.96
Ysr276	Rfam	NC_016810.1	4741789	4741984	+	1	3.51	1	1.17	0	0.0	3	3.6	2	4.02	3	4.15	0	0.0	4	3.1	3	3.37	4	4.32	3	9.96	4	4.24
STnc460	Rfam	NC_016810.1	4778769	4778915	-	0	0.0	0	0.0	0	0.0	1	1.2	0	0.0	2	2.77	0	0.0	1	0.77	0	0.0	0	0.0	0	0.0	0	0.0
isrQ	Rfam	NC_016810.1	4783579	4783741	+	0	0.0	2	2.34	0	0.0	1	1.2	0	0.0	3	4.15	0	0.0	2	1.55	1	1.12	1	1.08	1	3.32	1	1.06
symR	Rfam	NC_016810.1	4797956	4798032	+	3	10.53	26	30.38	2	14.43	14	16.82	9	18.11	9	12.46	4	6.75	9	6.97	23	25.86	34	36.76	3	9.96	17	18.02
PK-repZ	Rfam	NC_017718.1	293	442	+	183	642.6	606	708.01	131	944.95	421	505.72	380	764.74	407	563.37	148	249.7	387	299.82	374	420.51	963	1041.24	119	394.95	480	508.9
sok	Rfam	NC_017718.1	41765	41923	+	441	1548.56	2017	2356.53	641	4623.75	1398	1679.34	1290	2596.09	1340	1854.83	459	774.41	1298	1005.6	1074	1207.55	1890	2043.55	323	1072.0	1536	1628.49
AgrB	Rfam	NC_017718.1	42547	42635	-	52	182.6	1197	1398.49	33	238.04	813	976.61	680	1368.48	745	1031.23	209	352.62	502	388.91	715	803.91	1389	1501.85	176	584.12	1141	1209.71
C4	Rfam	NC_017718.1	86261	86349	-	47	165.04	409	477.85	24	173.12	431	517.74	242	487.02	181	250.54	160	269.95	503	389.69	262	294.58	301	325.45	82	272.15	294	311.7
