lim_idx	lim_name	lim_type	sl1344_idx	sl1344_name	sl1344_locus_tag	match_type
559	flgK	mrna	1107	flgK	SL1344_RS05830	exact_lower
560	flgL	mrna	1108	flgL	SL1344_RS05835	exact_lower
561	yceQ	mrna	-1			none
562	rluC	mrna	1110	rluC	SL1344_RS05850	exact_lower
563	yceD	mrna	1114	yceD	SL1344_RS05870	exact_lower
564	rpmF	mrna	1115	rpmF	SL1344_RS05875	exact_lower
565	plsX	mrna	1116	plsX	SL1344_RS05880	exact_lower
566	fabH	mrna	1117	fabH	SL1344_RS05885	exact_lower
567	fabD	mrna	1118	fabD	SL1344_RS05890	exact_lower
568	fabG	mrna	1119	fabG	SL1344_RS05895	exact_lower
569	acpP	mrna	1120	acpP	SL1344_RS05900	exact_lower
570	fabF	mrna	1121	fabF	SL1344_RS05905	exact_lower
571	pabC	mrna	1122	pabC	SL1344_RS05910	exact_lower
572	mltG	mrna	-1			none
573	tmk	mrna	1124	tmk	SL1344_RS05920	exact_lower
574	holB	mrna	1125	holB	SL1344_RS05925	exact_lower
575	ycfH	mrna	-1			none
576	ptsG	mrna	1127	ptsG	SL1344_RS05935	exact_lower
577	hinT	mrna	1129	hinT	SL1344_RS05945	exact_lower
578	ycfL	mrna	-1			none
579	lpoB	mrna	1131	lpoB	SL1344_RS05955	exact_lower
580	thiK	mrna	1132	thiK	SL1344_RS05960	exact_lower
581	nagZ	mrna	1133	nagZ	SL1344_RS05965	exact_lower
582	ycfP	mrna	1134	ycfP	SL1344_RS05970	exact_lower
583	ndh	mrna	1135	ndh	SL1344_RS05975	exact_lower
584	ycfJ	mrna	-1			none
585	bhsA	mrna	1138	bhsA	SL1344_RS05990	exact_lower
586	lolC	mrna	1141	lolC	SL1344_RS06005	exact_lower
587	lolD	mrna	1142	lolD	SL1344_RS06010	exact_lower
588	lolE	mrna	1143	lolE	SL1344_RS06015	exact_lower
589	nagK	mrna	1144	nagK	SL1344_RS06020	exact_lower
590	cobB	mrna	1145	cobB	SL1344_RS06025	exact_lower
591	pepT	mrna	1151	pepT	SL1344_RS06055	exact_lower
592	icd	mrna	1163	icd	SL1344_RS06115	exact_lower
593	lit	mrna	-1			none
594	ymfI	mrna	-1			none
595	ymfT	mrna	-1			none
596	ymfL	mrna	-1			none
597	ymfM	mrna	-1			none
598	ymfN	mrna	-1			none
599	ymfR	mrna	1935	ymfR	SL1344_RS10110	exact_lower
600	beeE	mrna	-1			none
601	ymfQ	mrna	-1			none
602	ycfK	mrna	-1			none
603	tfaP	mrna	-1			none
604	pinE	mrna	-1			none
605	mcrA	mrna	-1			none
606	ycgZ	mrna	-1			none
607	ymgA	mrna	-1			none
608	ariR	mrna	-1			none
609	ymgC	mrna	-1			none
610	pdeG	mrna	-1			none
611	ymgF	mrna	-1			none
612	ymgJ	mrna	-1			none
613	ycgJ	mrna	-1			none
614	ymgN	mrna	-1			none
615	ycgL	mrna	-1			none
616	ycgM	mrna	-1			none
617	ycgN	mrna	-1			none
618	umuD	mrna	4679	umuD	SL1344_RS23910	exact_lower
619	umuC	mrna	-1			none
620	fadR	mrna	1727	fadR	SL1344_RS09010	exact_lower
621	dadA	mrna	-1			none
622	dadX	mrna	1724	dadX	SL1344_RS08995	exact_lower
623	ymgM	mrna	-1			none
624	emtA	mrna	1722	emtA	SL1344_RS08980	exact_lower
625	ymgE	mrna	-1			none
626	ycgY	mrna	-1			none
627	dhaR	mrna	-1			none
628	ychH	mrna	1705	ychH	SL1344_RS08895	exact_lower
629	hemA	mrna	1700	hemA	SL1344_RS08870	exact_lower
630	prfA	mrna	1699	prfA	SL1344_RS08865	exact_lower
631	prmC	mrna	1698	prmC	SL1344_RS08860	exact_lower
632	ychQ	mrna	-1			none
633	ychA	mrna	-1			none
634	kdsA	mrna	1695	kdsA	SL1344_RS08845	exact_lower
635	chaB	mrna	1693	chaB	SL1344_RS08835	exact_lower
636	chaC	mrna	-1			none
637	ychO	mrna	-1			none
638	narK	mrna	1688	narK	SL1344_RS08810	exact_lower
639	narG	mrna	-1			none
640	narH	mrna	1499	narH	SL1344_RS07865	exact_lower
641	narJ	mrna	1685	narJ	SL1344_RS08795	exact_lower
642	narI	mrna	1501	narI	SL1344_RS07875	exact_lower
643	ychS	mrna	-1			none
644	rssA	mrna	1680	rssA	SL1344_RS08760	exact_lower
645	rssB	mrna	1679	rssB	SL1344_RS08755	exact_lower
646	galU	mrna	1678	galU	SL1344_RS08750	exact_lower
647	tdk	mrna	1676	tdk	SL1344_RS08740	exact_lower
648	ychT	mrna	-1			none
649	ychE	mrna	-1			none
650	insH21	mrna	-1			none
651	oppA	mrna	1673	oppA	SL1344_RS08725	exact_lower
652	oppB	mrna	1672	oppB	SL1344_RS08720	exact_lower
653	oppC	mrna	1671	oppC	SL1344_RS08715	exact_lower
654	oppD	mrna	-1			none
655	oppF	mrna	1669	oppF	SL1344_RS08705	exact_lower
656	yciY	mrna	-1			none
657	tonB	mrna	1663	tonB	SL1344_RS08680	exact_lower
658	ompW	mrna	1658	ompW	SL1344_RS08655	exact_lower
659	rnm	mrna	1647	rnm	SL1344_RS08605	exact_lower
660	yciO	mrna	-1			none
661	yciQ	mrna	-1			none
662	rluB	mrna	1645	rluB	SL1344_RS08595	exact_lower
663	sohB	mrna	1642	sohB	SL1344_RS08580	exact_lower
664	topA	mrna	1640	topA	SL1344_RS08570	exact_lower
665	cysB	mrna	1639	cysB	SL1344_RS08565	exact_lower
666	ymiA	mrna	-1			none
667	yciX	mrna	-1			none
668	ymiC	mrna	1636	ymiC	SL1344_RS27660	exact_lower
669	acnA	mrna	1635	acnA	SL1344_RS08555	exact_lower
670	pgpB	mrna	1633	pgpB	SL1344_RS08545	exact_lower
671	lapA	mrna	-1			none
672	lapB	mrna	1631	lapB	SL1344_RS08535	exact_lower
673	pyrF	mrna	1630	pyrF	SL1344_RS08530	exact_lower
674	yciH	mrna	1629	yciH	SL1344_RS08525	exact_lower
675	ymiD	mrna	-1			none
676	ymiB	mrna	-1			none
677	puuD	mrna	-1			none
678	puuR	mrna	-1			none
679	puuC	mrna	-1			none
680	puuB	mrna	-1			none
681	puuE	mrna	-1			none
682	pspA	mrna	1612	pspA	SL1344_RS08435	exact_lower
683	pspB	mrna	1611	pspB	SL1344_RS08430	exact_lower
684	pspC	mrna	1610	pspC	SL1344_RS08425	exact_lower
685	pspD	mrna	1609	pspD	SL1344_RS08420	exact_lower
686	pspE	mrna	1608	pspE	SL1344_RS08415	exact_lower
687	ycjM	mrna	-1			none
688	ycjN	mrna	-1			none
689	ycjO	mrna	-1			none
690	ycjP	mrna	-1			none
691	ycjQ	mrna	-1			none
692	ycjR	mrna	-1			none
693	ycjS	mrna	-1			none
694	ycjT	mrna	-1			none
695	ycjU	mrna	-1			none
696	ompG	mrna	-1			none
697	ycjX	mrna	-1			none
698	ycjF	mrna	-1			none
699	tyrR	mrna	1605	tyrR	SL1344_RS08400	exact_lower
700	ycjG	mrna	1603	ycjG	SL1344_RS08390	exact_lower
701	pgrR	mrna	-1			none
702	mppA	mrna	-1			none
703	insH4	mrna	-1			none
704	ynaJ	mrna	-1			none
705	abgR	mrna	-1			none
706	smrA	mrna	1582	smrA	SL1344_RS08275	exact_lower
707	ynaN	mrna	-1			none
708	zntB	mrna	1580	zntB	SL1344_RS08265	exact_lower
709	ynaL	mrna	-1			none
710	dbpA	mrna	1578	dbpA	SL1344_RS08260	exact_lower
711	sieB	mrna	-1			none
712	ydaS	mrna	-1			none
713	ydaT	mrna	-1			none
714	ydaU	mrna	-1			none
715	ydaV	mrna	-1			none
716	ydaW	mrna	-1			none
717	rzoR	mrna	-1			none
718	trkG	mrna	-1			none
719	ynaK	mrna	-1			none
720	ydaY	mrna	-1			none
721	ynaA	mrna	-1			none
722	stfR	mrna	-1			none
723	tfaR	mrna	-1			none
724	ydbJ	mrna	-1			none
725	ydbH	mrna	-1			none
726	ynbE	mrna	-1			none
727	ydbL	mrna	-1			none
728	feaB	mrna	-1			none
729	paaA	mrna	-1			none
730	paaB	mrna	-1			none
731	paaC	mrna	-1			none
732	paaD	mrna	-1			none
733	paaE	mrna	-1			none
734	paaF	mrna	-1			none
735	paaG	mrna	-1			none
736	paaH	mrna	-1			none
737	paaI	mrna	-1			none
738	paaJ	mrna	-1			none
739	paaK	mrna	-1			none
740	paaX	mrna	-1			none
741	paaY	mrna	-1			none
742	insI2	mrna	-1			none
743	pdxI	mrna	-1			none
744	ydbD	mrna	-1			none
745	ynbA	mrna	-1			none
746	ynbB	mrna	-1			none
747	ynbC	mrna	-1			none
748	ynbD	mrna	-1			none
749	hrpA	mrna	1563	hrpA	SL1344_RS08175	exact_lower
750	ydcF	mrna	-1			none
751	aldA	mrna	-1			none
752	cybB	mrna	1561	cybB	SL1344_RS08165	exact_lower
753	ydcA	mrna	-1			none
754	yncP	mrna	-1			none
755	trg	mrna	-1			none
756	ydcJ	mrna	-1			none
757	opgD	mrna	-1			none
758	ydcH	mrna	-1			none
759	rimL	mrna	1533	rimL	SL1344_RS08030	exact_lower
760	tehA	mrna	1531	tehA	SL1344_RS08020	exact_lower
761	tehB	mrna	1530	tehB	SL1344_RS08015	exact_lower
762	ydcL	mrna	-1			none
763	insQ	mrna	-1			none
764	sutR	mrna	-1			none
765	rlhA	mrna	-1			none
766	hicA	mrna	-1			none
767	hicB	mrna	-1			none
768	ydcR	mrna	-1			none
769	ydcS	mrna	-1			none
770	ydcT	mrna	-1			none
771	ydcU	mrna	-1			none
772	ydcV	mrna	-1			none
773	patD	mrna	1519	patD	SL1344_RS07960	exact_lower
774	ortT	mrna	-1			none
775	ydcY	mrna	-1			none
776	curA	mrna	-1			none
777	mcbR	mrna	1509	mcbR	SL1344_RS07915	exact_lower
778	yncE	mrna	-1			none
779	yncG	mrna	-1			none
780	yncH	mrna	-1			none
781	ydcD	mrna	-1			none
782	ydcC	mrna	-1			none
783	pptA	mrna	-1			none
784	nhoA	mrna	1503	nhoA	SL1344_RS07885	exact_lower
785	fdnG	mrna	1491	fdnG	SL1344_RS07820	exact_lower
786	fdnH	mrna	-1			none
787	fdnI	mrna	1489	fdnI	SL1344_RS07810	exact_lower
788	osmC	mrna	-1			none
789	yneP	mrna	-1			none
790	lsrA	mrna	4013	lsrA	SL1344_RS20935	exact_lower
791	lsrC	mrna	4014	lsrC	SL1344_RS20940	exact_lower
792	lsrD	mrna	4015	lsrD	SL1344_RS20945	exact_lower
793	lsrB	mrna	4016	lsrB	SL1344_RS20950	exact_lower
794	lsrF	mrna	4017	lsrF	SL1344_RS20955	exact_lower
795	lsrG	mrna	4018	lsrG	SL1344_RS20960	exact_lower
796	tam	mrna	-1			none
797	yneJ	mrna	-1			none
798	yneK	mrna	-1			none
799	ydeA	mrna	-1			none
800	marR	mrna	1442	marR	SL1344_RS07560	exact_lower
801	marA	mrna	1441	marA	SL1344_RS07555	exact_lower
802	marB	mrna	1440	marB	SL1344_RS07550	exact_lower
803	ydeE	mrna	1438	ydeE	SL1344_RS07540	exact_lower
804	mgtS	mrna	1437	mgtS	SL1344_RS27040	exact_lower
805	mgtT	mrna	-1			none
806	ydeJ	mrna	-1			none
807	ydfG	mrna	1432	ydfG	SL1344_RS07510	exact_lower
808	rspR	mrna	-1			none
809	ydfZ	mrna	1430	ydfZ	SL1344_RS07500	exact_lower
810	ynfT	mrna	-1			none
811	ydfK	mrna	-1			none
812	pinQ	mrna	-1			none
813	ynfO	mrna	-1			none
814	ydfO	mrna	-1			none
815	ynfU	mrna	-1			none
816	cspF	mrna	1169	cspF	SL1344_RS06145	exact_lower
817	ynfS	mrna	-1			none
818	ydfV	mrna	-1			none
819	flxA	mrna	-1			none
820	dicA	mrna	-1			none
821	ydfA	mrna	-1			none
822	ydfB	mrna	-1			none
823	ydfC	mrna	-1			none
824	ydfD	mrna	-1			none
825	ynfB	mrna	-1			none
826	speG	mrna	1424	speG	SL1344_RS07465	exact_lower
827	ynfD	mrna	-1			none
828	ynfE	mrna	1421	ynfE	SL1344_RS07450	exact_lower
829	ynfF	mrna	1420	ynfF	SL1344_RS07445	exact_lower
830	ynfG	mrna	-1			none
831	ynfH	mrna	-1			none
832	dmsD	mrna	1417	dmsD	SL1344_RS07430	exact_lower
833	clcB	mrna	1412	clcB	SL1344_RS07405	exact_lower
834	ynfM	mrna	-1			none
835	asr	mrna	1406	asr	SL1344_RS07380	exact_lower
836	ydgU	mrna	-1			none
837	ydgD	mrna	-1			none
838	tqsA	mrna	-1			none
839	ydgH	mrna	1398	ydgH	SL1344_RS07345	exact_lower
840	ydgI	mrna	-1			none
841	folM	mrna	-1			none
842	rstA	mrna	1395	rstA	SL1344_RS07330	exact_lower
843	rstB	mrna	1392	rstB	SL1344_RS07310	exact_lower
844	tus	mrna	1391	tus	SL1344_RS07305	exact_lower
845	manA	mrna	1388	manA	SL1344_RS07290	exact_lower
846	ydgA	mrna	-1			none
847	malX	mrna	-1			none
848	malY	mrna	-1			none
849	add	mrna	1386	add	SL1344_RS07275	exact_lower
850	blr	mrna	1384	blr	SL1344_RS07265	exact_lower
851	cnu	mrna	-1			none
852	ydgK	mrna	-1			none
853	rsxA	mrna	1381	rsxA	SL1344_RS07250	exact_lower
854	rsxB	mrna	1380	rsxB	SL1344_RS07245	exact_lower
855	rsxC	mrna	1379	rsxC	SL1344_RS07240	exact_lower
856	rsxD	mrna	1378	rsxD	SL1344_RS07235	exact_lower
857	rsxG	mrna	1377	rsxG	SL1344_RS07230	exact_lower
858	rsxE	mrna	-1			none
859	nth	mrna	1375	nth	SL1344_RS07220	exact_lower
860	dtpA	mrna	1374	dtpA	SL1344_RS07215	exact_lower
861	gstA	mrna	1373	gstA	SL1344_RS07210	exact_lower
862	slyB	mrna	1367	slyB	SL1344_RS07180	exact_lower
863	ydhI	mrna	-1			none
864	ydhJ	mrna	-1			none
865	ydhK	mrna	-1			none
866	nemR	mrna	-1			none
867	nemA	mrna	-1			none
868	gloA	mrna	1357	gloA	SL1344_RS07130	exact_lower
869	rnt	mrna	1356	rnt	SL1344_RS07125	exact_lower
870	lhr	mrna	-1			none
871	mepH	mrna	-1			none
872	sodB	mrna	1353	sodB	SL1344_RS07110	exact_lower
873	purR	mrna	1351	purR	SL1344_RS07105	exact_lower
874	punC	mrna	1349	punC	SL1344_RS07095	exact_lower
875	cfa	mrna	1348	cfa	SL1344_RS07090	exact_lower
876	mdtK	mrna	1346	mdtK	SL1344_RS07080	exact_lower
877	ydhR	mrna	-1			none
878	ydhS	mrna	-1			none
879	ynhH	mrna	-1			none
880	pykF	mrna	1300	pykF	SL1344_RS06845	exact_lower
881	lpp	mrna	1299	lpp	SL1344_RS06840	exact_lower
882	ydiK	mrna	1286	ydiK	SL1344_RS06775	exact_lower
883	ydiL	mrna	-1			none
884	ydiM	mrna	-1			none
885	ydiN	mrna	-1			none
886	ydiB	mrna	1283	ydiB	SL1344_RS06755	exact_lower
887	aroD	mrna	1282	aroD	SL1344_RS06750	exact_lower
888	ydiF	mrna	-1			none
889	ydiO	mrna	-1			none
890	ydiQ	mrna	-1			none
891	ydiR	mrna	-1			none
892	ydiS	mrna	-1			none
893	ydiT	mrna	-1			none
894	fadK	mrna	1274	fadK	SL1344_RS06710	exact_lower
895	ppsR	mrna	1272	ppsR	SL1344_RS06700	exact_lower
896	aroH	mrna	1271	aroH	SL1344_RS06695	exact_lower
897	ydiE	mrna	-1			none
898	yniD	mrna	-1			none
899	pfkB	mrna	1249	pfkB	SL1344_RS06590	exact_lower
900	ydiZ	mrna	-1			none
901	yniA	mrna	-1			none
902	hxpB	mrna	1245	hxpB	SL1344_RS06570	exact_lower
903	ydjM	mrna	-1			none
904	tcyP	mrna	1243	tcyP	SL1344_RS06560	exact_lower
905	katE	mrna	1241	katE	SL1344_RS06550	exact_lower
906	nadE	mrna	1233	nadE	SL1344_RS06510	exact_lower
907	cho	mrna	1232	cho	SL1344_RS06505	exact_lower
908	xthA	mrna	1225	xthA	SL1344_RS06470	exact_lower
909	ydjX	mrna	-1			none
910	ydjY	mrna	-1			none
911	ydjZ	mrna	-1			none
912	ynjA	mrna	-1			none
913	ynjB	mrna	-1			none
914	ynjC	mrna	-1			none
915	ynjD	mrna	-1			none
916	ynjE	mrna	-1			none
917	nudG	mrna	-1			none
918	gdhA	mrna	1222	gdhA	SL1344_RS06455	exact_lower
919	sppA	mrna	1218	sppA	SL1344_RS06435	exact_lower
920	ansA	mrna	1217	ansA	SL1344_RS06430	exact_lower
921	pncA	mrna	1216	pncA	SL1344_RS06425	exact_lower
922	gapA	mrna	1213	gapA	SL1344_RS06410	exact_lower
923	yeaD	mrna	-1			none
924	yeaG	mrna	1208	yeaG	SL1344_RS06385	exact_lower
925	yeaH	mrna	-1			none
926	cdgI	mrna	-1			none
927	dgcJ	mrna	1205	dgcJ	SL1344_RS06375	exact_lower
928	yeaK	mrna	-1			none
929	yeaL	mrna	-1			none
930	nimT	mrna	-1			none
931	yeaO	mrna	-1			none
932	dgcP	mrna	-1			none
933	yoaK	mrna	-1			none
934	yoaJ	mrna	-1			none
935	dmlA	mrna	-1			none
936	yeaV	mrna	-1			none
937	yeaW	mrna	-1			none
938	yeaX	mrna	-1			none
939	yoaB	mrna	-1			none
940	yoaC	mrna	-1			none
941	pabB	mrna	1747	pabB	SL1344_RS09110	exact_lower
942	nudL	mrna	-1			none
943	sdaA	mrna	1749	sdaA	SL1344_RS09120	exact_lower
944	pdeD	mrna	-1			none
945	manX	mrna	1753	manX	SL1344_RS09140	exact_lower
946	manY	mrna	1754	manY	SL1344_RS09145	exact_lower
947	manZ	mrna	-1			none
948	yobD	mrna	-1			none
949	mntP	mrna	1757	mntP	SL1344_RS09160	exact_lower
950	yobH	mrna	1764	yobH	SL1344_RS09195	exact_lower
951	yebQ	mrna	-1			none
952	letA	mrna	-1			none
953	letB	mrna	-1			none
954	rsmF	mrna	1773	rsmF	SL1344_RS09240	exact_lower
955	yebV	mrna	-1			none
956	yebW	mrna	-1			none
957	holE	mrna	-1			none
958	yobB	mrna	-1			none
959	exoX	mrna	1798	exoX	SL1344_RS09395	exact_lower
960	purT	mrna	1803	purT	SL1344_RS09420	exact_lower
961	yebK	mrna	-1			none
962	pykA	mrna	-1			none
963	znuC	mrna	1812	znuC	SL1344_RS09465	exact_lower
964	znuB	mrna	1813	znuB	SL1344_RS09470	exact_lower
965	yebB	mrna	-1			none
966	yecD	mrna	-1			none
967	yecE	mrna	-1			none
968	yecN	mrna	-1			none
969	cmoA	mrna	1824	cmoA	SL1344_RS09530	exact_lower
970	cmoB	mrna	1825	cmoB	SL1344_RS09535	exact_lower
971	argS	mrna	1828	argS	SL1344_RS09550	exact_lower
972	yecT	mrna	-1			none
973	uspC	mrna	1846	uspC	SL1344_RS09640	exact_lower
974	ftnB	mrna	-1			none
975	yecR	mrna	-1			none
976	ftnA	mrna	1853	ftnA	SL1344_RS09680	exact_lower
977	tyrP	mrna	1855	tyrP	SL1344_RS09690	exact_lower
978	yecU	mrna	-1			none
979	yecF	mrna	-1			none
980	fliD	mrna	1875	fliD	SL1344_RS09805	exact_lower
981	fliS	mrna	1876	fliS	SL1344_RS09810	exact_lower
982	fliT	mrna	1877	fliT	SL1344_RS09815	exact_lower
983	amyA	mrna	1878	amyA	SL1344_RS09820	exact_lower
984	yedE	mrna	1880	yedE	SL1344_RS09830	exact_lower
985	yedF	mrna	1881	yedF	SL1344_RS09835	exact_lower
986	yedK	mrna	-1			none
987	yedL	mrna	-1			none
988	fliF	mrna	1884	fliF	SL1344_RS09850	exact_lower
989	fliG	mrna	1885	fliG	SL1344_RS09855	exact_lower
990	fliH	mrna	1886	fliH	SL1344_RS09860	exact_lower
991	fliI	mrna	1887	fliI	SL1344_RS09865	exact_lower
992	fliJ	mrna	1888	fliJ	SL1344_RS09870	exact_lower
993	fliK	mrna	1889	fliK	SL1344_RS09875	exact_lower
994	fliL	mrna	1890	fliL	SL1344_RS09880	exact_lower
995	fliM	mrna	1891	fliM	SL1344_RS09885	exact_lower
996	fliN	mrna	1892	fliN	SL1344_RS09890	exact_lower
997	fliO	mrna	1893	fliO	SL1344_RS09895	exact_lower
998	fliP	mrna	1894	fliP	SL1344_RS09900	exact_lower
999	fliQ	mrna	1895	fliQ	SL1344_RS09905	exact_lower
1000	fliR	mrna	1896	fliR	SL1344_RS09910	exact_lower
1001	rcsA	mrna	1897	rcsA	SL1344_RS09915	exact_lower
1002	yodD	mrna	1899	yodD	SL1344_RS09925	exact_lower
1003	yedP	mrna	-1			none
1004	yedA	mrna	1904	yedA	SL1344_RS09950	exact_lower
1005	hchA	mrna	-1			none
1006	hiuH	mrna	1023	hiuH	SL1344_RS05390	exact_lower
1007	msrP	mrna	3348	msrP	SL1344_RS17445	exact_lower
1008	msrQ	mrna	3349	msrQ	SL1344_RS17450	exact_lower
1009	zinT	mrna	1185	zinT	SL1344_RS06270	exact_lower
1010	yodB	mrna	-1			none
1011	mtfA	mrna	1967	mtfA	SL1344_RS10280	exact_lower
1012	yeeJ	mrna	-1			none
1013	shiA	mrna	-1			none
1014	amn	mrna	-1			none
1015	yeeN	mrna	-1			none
1016	yoeA	mrna	-1			none
1017	flu	mrna	-1			none
1018	yeeR	mrna	-1			none
1019	yeeS	mrna	-1			none
1020	yeeT	mrna	-1			none
1021	cbeA	mrna	-1			none
1022	cbtA	mrna	-1			none
1023	yeeW	mrna	-1			none
1024	yoeF	mrna	-1			none
1025	sbcB	mrna	2028	sbcB	SL1344_RS10635	exact_lower
1026	hisL	mrna	2033	hisL	SL1344_RS27070	exact_lower
1027	hisG	mrna	2034	hisG	SL1344_RS10655	exact_lower
1028	hisD	mrna	2035	hisD	SL1344_RS10660	exact_lower
1029	hisC	mrna	2036	hisC	SL1344_RS10665	exact_lower
1030	hisB	mrna	2037	hisB	SL1344_RS10670	exact_lower
1031	hisH	mrna	2038	hisH	SL1344_RS10675	exact_lower
1032	hisA	mrna	2039	hisA	SL1344_RS10680	exact_lower
1033	hisF	mrna	2040	hisF	SL1344_RS10685	exact_lower
1034	hisI	mrna	-1			none
1035	yegH	mrna	-1			none
1036	dgcE	mrna	-1			none
1037	yegD	mrna	2088	yegD	SL1344_RS10925	exact_lower
1038	yegJ	mrna	-1			none
1039	mdtA	mrna	2090	mdtA	SL1344_RS10930	exact_lower
1040	mdtB	mrna	2091	mdtB	SL1344_RS10935	exact_lower
1041	mdtC	mrna	2092	mdtC	SL1344_RS10940	exact_lower
1042	mdtD	mrna	-1			none
1043	baeS	mrna	2094	baeS	SL1344_RS10950	exact_lower
1044	baeR	mrna	2095	baeR	SL1344_RS10955	exact_lower
1045	yegP	mrna	-1			none
1046	trhP	mrna	-1			none
1047	yegS	mrna	2103	yegS	SL1344_RS11000	exact_lower
1048	insE5	mrna	-1			none
1049	insF5	mrna	-1			none
1050	yegT	mrna	-1			none
1051	yegU	mrna	-1			none
1052	yegV	mrna	-1			none
1053	rcnA	mrna	-1			none
1054	rcnB	mrna	2111	rcnB	SL1344_RS11040	exact_lower
1055	metG	mrna	2118	metG	SL1344_RS11075	exact_lower
1056	yehF	mrna	-1			none
1057	yehI	mrna	-1			none
1058	yehK	mrna	-1			none
1059	yehL	mrna	-1			none
1060	yehM	mrna	-1			none
1061	yehP	mrna	-1			none
1062	yehQ	mrna	-1			none
1063	yehR	mrna	-1			none
1064	mlrA	mrna	2124	mlrA	SL1344_RS11105	exact_lower
1065	yohO	mrna	-1			none
1066	dld	mrna	2131	dld	SL1344_RS11140	exact_lower
1067	yohD	mrna	-1			none
1068	yohP	mrna	2137	yohP	SL1344_RS25545	exact_lower
1069	yohJ	mrna	-1			none
1070	yohK	mrna	-1			none
1071	cdd	mrna	2147	cdd	SL1344_RS11215	exact_lower
1072	sanA	mrna	2148	sanA	SL1344_RS11220	exact_lower
1073	yeiS	mrna	-1			none
1074	preT	mrna	-1			none
1075	preA	mrna	2151	preA	SL1344_RS11235	exact_lower
1076	yeiG	mrna	-1			none
1077	yeiH	mrna	-1			none
1078	nfo	mrna	2167	nfo	SL1344_RS11315	exact_lower
1079	yeiI	mrna	-1			none
1080	yeiL	mrna	-1			none
1081	setB	mrna	2171	setB	SL1344_RS11335	exact_lower
1082	yeiP	mrna	2175	yeiP	SL1344_RS11355	exact_lower
1083	yeiQ	mrna	-1			none
1084	yeiR	mrna	-1			none
1085	lpxT	mrna	-1			none
1086	mepS	mrna	2178	mepS	SL1344_RS11370	exact_lower
1087	pdeN	mrna	-1			none
1088	yejA	mrna	-1			none
1089	yejB	mrna	-1			none
1090	yejE	mrna	-1			none
1091	yejF	mrna	2183	yejF	SL1344_RS11395	exact_lower
1092	radD	mrna	-1			none
1093	rplY	mrna	2188	rplY	SL1344_RS11425	exact_lower
1094	yejL	mrna	-1			none
1095	lapC	mrna	-1			none
1096	narP	mrna	2206	narP	SL1344_RS11540	exact_lower
1097	yojO	mrna	-1			none
1098	eco	mrna	2222	eco	SL1344_RS11620	exact_lower
1099	rcsD	mrna	2228	rcsD	SL1344_RS11650	exact_lower
1100	rcsB	mrna	2229	rcsB	SL1344_RS11655	exact_lower
1101	atoS	mrna	-1			none
1102	atoC	mrna	-1			none
1103	atoD	mrna	-1			none
1104	atoA	mrna	-1			none
1105	atoE	mrna	-1			none
1106	atoB	mrna	-1			none
1107	ubiG	mrna	2235	ubiG	SL1344_RS11685	exact_lower
1108	nrdA	mrna	2236	nrdA	SL1344_RS11690	exact_lower
1109	nrdB	mrna	2237	nrdB	SL1344_RS11695	exact_lower
1110	yfaE	mrna	2238	yfaE	SL1344_RS11700	exact_lower
1111	glpA	mrna	2243	glpA	SL1344_RS11725	exact_lower
1112	glpB	mrna	2244	glpB	SL1344_RS11730	exact_lower
1113	glpC	mrna	2245	glpC	SL1344_RS11735	exact_lower
1114	rpnE	mrna	-1			none
1115	nudI	mrna	2254	nudI	SL1344_RS11780	exact_lower
1116	arnB	mrna	2256	arnB	SL1344_RS11790	exact_lower
1117	arnC	mrna	2257	arnC	SL1344_RS11795	exact_lower
1118	arnA	mrna	2258	arnA	SL1344_RS11800	exact_lower
1119	arnD	mrna	2259	arnD	SL1344_RS11805	exact_lower
1120	arnT	mrna	2260	arnT	SL1344_RS11810	exact_lower
1121	arnE	mrna	2261	arnE	SL1344_RS11815	exact_lower
1122	arnF	mrna	2262	arnF	SL1344_RS11820	exact_lower
1123	rbn	mrna	2272	rbn	SL1344_RS11870	exact_lower
1124	elaD	mrna	-1			none
1125	yfbL	mrna	-1			none
1126	yfbM	mrna	-1			none
1127	yfbO	mrna	-1			none
1128	yfbP	mrna	-1			none
1129	alaA	mrna	2291	alaA	SL1344_RS11960	exact_lower
1130	yfbR	mrna	2292	yfbR	SL1344_RS11965	exact_lower
1131	ackA	mrna	2297	ackA	SL1344_RS11990	exact_lower
1132	pta	mrna	2298	pta	SL1344_RS11995	exact_lower
1133	yfcC	mrna	2299	yfcC	SL1344_RS12000	exact_lower
1134	yfcG	mrna	2309	yfcG	SL1344_RS12055	exact_lower
1135	folX	mrna	-1			none
1136	yfcH	mrna	-1			none
1137	flk	mrna	2331	flk	SL1344_RS12165	exact_lower
1138	mnmC	mrna	2339	mnmC	SL1344_RS12205	exact_lower
1139	smrB	mrna	2346	smrB	SL1344_RS12240	exact_lower
1140	fadL	mrna	2351	fadL	SL1344_RS12265	exact_lower
1141	yfdF	mrna	-1			none
1142	yfdC	mrna	-1			none
1143	intS	mrna	-1			none
1144	yfdG	mrna	-1			none
1145	yfdH	mrna	-1			none
1146	yfdI	mrna	-1			none
1147	yfdP	mrna	-1			none
1148	yfdQ	mrna	-1			none
1149	yfdR	mrna	-1			none
1150	yfdS	mrna	-1			none
1151	yfdT	mrna	-1			none
1152	ypdJ	mrna	-1			none
1153	torI	mrna	-1			none
