idx	name	locus_tag	type	start	end	strand
1261	pheS	SL1344_RS06645	mrna	1372531	1373514	+
1262	pheT	SL1344_RS06650	mrna	1373530	1375917	+
1263	ihfA	SL1344_RS06655	mrna	1375922	1376221	+
1264	btuC	SL1344_RS06660	mrna	1376424	1377404	+
1265	SL1344_RS06665	SL1344_RS06665	mrna	1377496	1378047	+
1266	btuD	SL1344_RS06670	mrna	1378047	1378796	+
1267	SL1344_RS06675	SL1344_RS06675	mrna	1378873	1379337	+
1268	ydiV	SL1344_RS06680	mrna	1379651	1380364	+
1269	selO	SL1344_RS06685	mrna	1380426	1381868	+
1270	hemP	SL1344_RS06690	mrna	1381903	1382094	-
1271	aroH	SL1344_RS06695	mrna	1382251	1383297	-
1272	ppsR	SL1344_RS06700	mrna	1383453	1384286	-
1273	ppsA	SL1344_RS06705	mrna	1384623	1387001	+
1274	fadK	SL1344_RS06710	mrna	1387043	1388683	-
1275	SL1344_RS06715	SL1344_RS06715	mrna	1388773	1389066	-
1276	SL1344_RS06720	SL1344_RS06720	mrna	1389063	1390349	-
1277	SL1344_RS06725	SL1344_RS06725	mrna	1390406	1391341	-
1278	SL1344_RS06730	SL1344_RS06730	mrna	1391363	1392127	-
1279	SL1344_RS06735	SL1344_RS06735	mrna	1392590	1393480	+
1280	SL1344_RS06740	SL1344_RS06740	mrna	1393556	1394707	-
1281	SL1344_RS06745	SL1344_RS06745	mrna	1394721	1396316	-
1282	aroD	SL1344_RS06750	mrna	1396470	1397228	-
1283	ydiB	SL1344_RS06755	mrna	1397273	1398139	-
1284	SL1344_RS06765	SL1344_RS06765	mrna	1399804	1401015	-
1285	SL1344_RS06770	SL1344_RS06770	mrna	1401156	1401515	-
1286	ydiK	SL1344_RS06775	mrna	1401973	1403091	-
1287	SL1344_RS06780	SL1344_RS06780	mrna	1403356	1406412	+
1288	menI	SL1344_RS06785	mrna	1406409	1406819	+
1289	SL1344_RS06790	SL1344_RS06790	mrna	1406918	1407106	+
1290	SL1344_RS06795	SL1344_RS06795	mrna	1407394	1408740	-
1291	sufA	SL1344_RS06800	mrna	1409167	1409535	+
1292	sufB	SL1344_RS06805	mrna	1409544	1411031	+
1293	sufC	SL1344_RS06810	mrna	1411048	1411794	+
1294	sufD	SL1344_RS06815	mrna	1411769	1413040	+
1295	sufS	SL1344_RS06820	mrna	1413037	1414257	+
1296	sufE	SL1344_RS06825	mrna	1414270	1414686	+
1297	ldtE	SL1344_RS06830	mrna	1414841	1415842	+
1298	SL1344_RS06835	SL1344_RS06835	mrna	1415909	1416148	-
1299	lpp	SL1344_RS06840	mrna	1416231	1416467	-
1300	pykF	SL1344_RS06845	mrna	1416778	1418190	-
1301	SL1344_RS27985	SL1344_RS27985	mrna	1418198	1418428	-
1302	SL1344_RS06850	SL1344_RS06850	mrna	1418592	1419935	-
1303	SL1344_RS06855	SL1344_RS06855	mrna	1419957	1420850	-
1304	SL1344_RS06860	SL1344_RS06860	mrna	1420909	1421646	-
1305	SL1344_RS06865	SL1344_RS06865	mrna	1421658	1422884	-
1306	ttrA	SL1344_RS06870	mrna	1423207	1426269	-
1307	ttrC	SL1344_RS06875	mrna	1426262	1427284	-
1308	ttrB	SL1344_RS06880	mrna	1427285	1428019	-
1309	ttrS	SL1344_RS06885	mrna	1428201	1429979	+
1310	ttrR	SL1344_RS06890	mrna	1429954	1430574	+
1311	fumD	SL1344_RS06895	mrna	1430672	1430884	+
1312	mlrB	SL1344_RS06900	mrna	1430980	1431939	-
1313	SL1344_RS06905	SL1344_RS06905	mrna	1432112	1432840	-
1314	SL1344_RS06910	SL1344_RS06910	mrna	1433019	1433657	-
1315	SL1344_RS06915	SL1344_RS06915	mrna	1433688	1436450	-
1316	spiC	SL1344_RS06920	mrna	1436851	1437252	+
1317	spiA	SL1344_RS06925	mrna	1437254	1438747	+
1318	ssaD	SL1344_RS06930	mrna	1438728	1439939	+
1319	ssaE	SL1344_RS06935	mrna	1439947	1440189	+
1320	sseA	SL1344_RS06940	mrna	1440453	1440779	+
1321	sseB	SL1344_RS06945	mrna	1440786	1441376	+
1322	sscA	SL1344_RS06950	mrna	1441373	1441846	+
1323	sseC	SL1344_RS06955	mrna	1441849	1443303	+
1324	sseD	SL1344_RS06960	mrna	1443319	1443906	+
1325	sseE	SL1344_RS06965	mrna	1443909	1444325	+
1326	sscB	SL1344_RS06970	mrna	1444377	1444811	+
1327	sseF	SL1344_RS06975	mrna	1444827	1445609	+
1328	sseG	SL1344_RS06980	mrna	1445606	1446295	+
1329	ssaG	SL1344_RS06985	mrna	1446389	1446604	+
1330	SL1344_RS06990	SL1344_RS06990	mrna	1446582	1446872	+
1331	ssaI	SL1344_RS06995	mrna	1446884	1447132	+
1332	ssaJ	SL1344_RS07000	mrna	1447129	1447878	+
1333	SL1344_RS07005	SL1344_RS07005	mrna	1447896	1448444	+
1334	ssaK	SL1344_RS07010	mrna	1448441	1449115	+
1335	ssaL	SL1344_RS07015	mrna	1449081	1450097	+
1336	ssaM	SL1344_RS07020	mrna	1450155	1450523	+
1337	ssaV	SL1344_RS07025	mrna	1450508	1452553	+
1338	ssaN	SL1344_RS07030	mrna	1452543	1453844	+
1339	ssaO	SL1344_RS07035	mrna	1453847	1454224	+
1340	ssaP	SL1344_RS07040	mrna	1454205	1454579	+
1341	ssaQ	SL1344_RS07045	mrna	1454560	1455528	+
1342	ssaR	SL1344_RS07050	mrna	1455596	1456243	+
1343	ssas	SL1344_RS07055	mrna	1456240	1456506	+
1344	ssaT	SL1344_RS07060	mrna	1456507	1457286	+
1345	ssaU	SL1344_RS07065	mrna	1457283	1458341	+
1346	mdtK	SL1344_RS07080	mrna	1458814	1460187	-
1347	SL1344_RS07085	SL1344_RS07085	mrna	1460404	1461045	+
1348	cfa	SL1344_RS07090	mrna	1461087	1462235	-
1349	punC	SL1344_RS07095	mrna	1462525	1463730	-
1350	punR	SL1344_RS07100	mrna	1463843	1464775	+
1351	purR	SL1344_RS07105	mrna	1464772	1465797	-
1352	SL1344_RS27025	SL1344_RS27025	mrna	1466093	1466182	+
1353	sodB	SL1344_RS07110	mrna	1466265	1466846	-
1354	SL1344_RS07115	SL1344_RS07115	mrna	1466973	1467794	-
1355	grxD	SL1344_RS07120	mrna	1468129	1468476	+
1356	rnt	SL1344_RS07125	mrna	1468554	1469201	-
1357	gloA	SL1344_RS07130	mrna	1469302	1469709	-
1358	SL1344_RS07135	SL1344_RS07135	mrna	1469778	1470875	-
1359	SL1344_RS07140	SL1344_RS07140	mrna	1470934	1471533	-
1360	SL1344_RS07145	SL1344_RS07145	mrna	1471636	1471875	+
1361	SL1344_RS07150	SL1344_RS07150	mrna	1471926	1472822	+
1362	sodC2	SL1344_RS07155	mrna	1472902	1473423	+
1363	SL1344_RS07160	SL1344_RS07160	mrna	1473399	1475438	-
1364	SL1344_RS07165	SL1344_RS07165	mrna	1475438	1476298	-
1365	SL1344_RS07170	SL1344_RS07170	mrna	1476301	1476537	-
1366	slyA	SL1344_RS07175	mrna	1476732	1477172	+
1367	slyB	SL1344_RS07180	mrna	1477220	1477687	-
1368	anmK	SL1344_RS07185	mrna	1477959	1479080	+
1369	mliC	SL1344_RS07190	mrna	1479168	1479497	+
1370	pdxH	SL1344_RS07195	mrna	1479556	1480212	+
1371	tyrS	SL1344_RS07200	mrna	1480339	1481613	+
1372	pdxY	SL1344_RS07205	mrna	1481673	1482533	+
1373	gstA	SL1344_RS07210	mrna	1482592	1483197	-
1374	dtpA	SL1344_RS07215	mrna	1483302	1484807	-
1375	nth	SL1344_RS07220	mrna	1485409	1486044	-
1376	SL1344_RS07225	SL1344_RS07225	mrna	1486044	1486736	-
1377	rsxG	SL1344_RS07230	mrna	1486739	1487359	-
1378	rsxD	SL1344_RS07235	mrna	1487363	1488421	-
1379	rsxC	SL1344_RS07240	mrna	1488422	1490629	-
1380	rsxB	SL1344_RS07245	mrna	1490622	1491200	-
1381	rsxA	SL1344_RS07250	mrna	1491200	1491781	-
1382	SL1344_RS07255	SL1344_RS07255	mrna	1491858	1492298	-
1383	ydgT	SL1344_RS07260	mrna	1492387	1492602	-
1384	blr	SL1344_RS07265	mrna	1492900	1493025	-
1385	SL1344_RS07270	SL1344_RS07270	mrna	1493233	1494273	+
1386	add	SL1344_RS07275	mrna	1494348	1495349	-
1387	SL1344_RS07285	SL1344_RS07285	mrna	1496053	1497561	-
1388	manA	SL1344_RS07290	mrna	1497664	1498839	-
1389	fumB	SL1344_RS07295	mrna	1499039	1500685	+
1390	fumC	SL1344_RS07300	mrna	1500853	1502256	+
1391	tus	SL1344_RS07305	mrna	1502253	1503182	-
1392	rstB	SL1344_RS07310	mrna	1503258	1504559	-
1393	SL1344_RS07315	SL1344_RS07315	mrna	1504670	1506376	-
1394	ompC	SL1344_RS07320	mrna	1506529	1507662	-
1395	rstA	SL1344_RS07330	mrna	1508142	1508873	-
1396	SL1344_RS07335	SL1344_RS07335	mrna	1509000	1509335	+
1397	SL1344_RS07340	SL1344_RS07340	mrna	1509397	1510779	-
1398	ydgH	SL1344_RS07345	mrna	1511078	1512022	-
1399	pntA	SL1344_RS07350	mrna	1512549	1514078	+
1400	pntB	SL1344_RS07355	mrna	1514089	1515477	+
1401	SL1344_RS07360	SL1344_RS07360	mrna	1515652	1516686	-
1402	SL1344_RS27990	SL1344_RS27990	mrna	1516822	1516992	+
1403	mdtJ	SL1344_RS07365	mrna	1517104	1517466	+
1404	mdtI	SL1344_RS07370	mrna	1517453	1517782	+
1405	SL1344_RS07375	SL1344_RS07375	mrna	1517822	1518643	-
1406	asr	SL1344_RS07380	mrna	1518912	1519160	-
1407	SL1344_RS27655	SL1344_RS27655	mrna	1519396	1519488	+
1408	SL1344_RS07385	SL1344_RS07385	mrna	1519555	1520808	-
1409	SL1344_RS07390	SL1344_RS07390	mrna	1520928	1521827	+
1410	mlc	SL1344_RS07395	mrna	1521955	1523175	+
1411	bioD	SL1344_RS07400	mrna	1523301	1523996	+
1412	clcB	SL1344_RS07405	mrna	1523952	1525241	-
1413	osmV	SL1344_RS07410	mrna	1525377	1526525	-
1414	osmW	SL1344_RS07415	mrna	1526525	1527172	-
1415	osmX	SL1344_RS07420	mrna	1527182	1528084	-
1416	osmY	SL1344_RS07425	mrna	1528113	1528823	-
1417	dmsD	SL1344_RS07430	mrna	1529128	1529742	-
1418	SL1344_RS07435	SL1344_RS07435	mrna	1529785	1530642	-
1419	dmsB	SL1344_RS07440	mrna	1530644	1531261	-
1420	ynfF	SL1344_RS07445	mrna	1531272	1533707	-
1421	ynfE	SL1344_RS07450	mrna	1533806	1536244	-
1422	SL1344_RS07455	SL1344_RS07455	mrna	1536401	1536709	-
1423	SL1344_RS07460	SL1344_RS07460	mrna	1536813	1537523	+
1424	speG	SL1344_RS07465	mrna	1537564	1538124	-
1425	SL1344_RS07470	SL1344_RS07470	mrna	1538160	1538501	-
1426	SL1344_RS07475	SL1344_RS07475	mrna	1538654	1538980	+
1427	rspA	SL1344_RS07480	mrna	1539102	1540316	+
1428	SL1344_RS07485	SL1344_RS07485	mrna	1540327	1541346	+
1429	SL1344_RS07495	SL1344_RS07495	mrna	1542923	1544389	+
1430	ydfZ	SL1344_RS07500	mrna	1544456	1544659	-
1431	SL1344_RS07505	SL1344_RS07505	mrna	1544840	1545526	-
1432	ydfG	SL1344_RS07510	mrna	1545656	1546402	-
1433	dcp	SL1344_RS07515	mrna	1546541	1548583	+
1434	SL1344_RS07520	SL1344_RS07520	mrna	1548928	1549110	+
1435	SL1344_RS07525	SL1344_RS07525	mrna	1549230	1549757	-
1436	SL1344_RS07530	SL1344_RS07530	mrna	1550184	1550576	+
1437	mgtS	SL1344_RS27040	mrna	1550924	1551019	-
1438	ydeE	SL1344_RS07540	mrna	1551267	1552454	-
1439	eamA	SL1344_RS07545	mrna	1552682	1553584	+
1440	marB	SL1344_RS07550	mrna	1553703	1553918	-
1441	marA	SL1344_RS07555	mrna	1553947	1554330	-
1442	marR	SL1344_RS07560	mrna	1554350	1554784	-
1443	SL1344_RS07565	SL1344_RS07565	mrna	1555043	1555708	+
1444	SL1344_RS07570	SL1344_RS07570	mrna	1555755	1556945	-
1445	ptrR	SL1344_RS07575	mrna	1557061	1557933	-
1446	sad	SL1344_RS07580	mrna	1558036	1559424	+
1447	glsB	SL1344_RS07585	mrna	1559497	1560423	+
1448	SL1344_RS07590	SL1344_RS07590	mrna	1560423	1560782	+
1449	SL1344_RS07595	SL1344_RS07595	mrna	1561039	1561953	+
1450	SL1344_RS07600	SL1344_RS07600	mrna	1562009	1562551	-
1451	ompC	SL1344_RS07605	mrna	1563268	1564386	+
1452	hypA	SL1344_RS07610	mrna	1564527	1564868	-
1453	SL1344_RS07615	SL1344_RS07615	mrna	1564881	1565768	-
1454	SL1344_RS07620	SL1344_RS07620	mrna	1565756	1566817	-
1455	SL1344_RS07625	SL1344_RS07625	mrna	1566835	1567245	-
1456	hypC	SL1344_RS07630	mrna	1567242	1567541	-
1457	hybD	SL1344_RS07635	mrna	1567541	1568149	-
1458	cybH	SL1344_RS07640	mrna	1568155	1568898	-
1459	SL1344_RS07645	SL1344_RS07645	mrna	1568849	1570651	-
1460	SL1344_RS07650	SL1344_RS07650	mrna	1570654	1571757	-
1461	SL1344_RS07655	SL1344_RS07655	mrna	1572186	1573277	+
1462	SL1344_RS07660	SL1344_RS07660	mrna	1573323	1574114	+
1463	SL1344_RS07665	SL1344_RS07665	mrna	1574173	1575198	-
1464	SL1344_RS07670	SL1344_RS07670	mrna	1575173	1576459	-
1465	SL1344_RS07675	SL1344_RS07675	mrna	1576636	1578192	-
1466	SL1344_RS07680	SL1344_RS07680	mrna	1578262	1579503	-
1467	SL1344_RS07685	SL1344_RS07685	mrna	1579493	1581001	-
1468	SL1344_RS07690	SL1344_RS07690	mrna	1581046	1581534	+
1469	SL1344_RS07695	SL1344_RS07695	mrna	1581727	1582806	+
1470	SL1344_RS07700	SL1344_RS07700	mrna	1582858	1583247	-
1471	SL1344_RS07705	SL1344_RS07705	mrna	1583418	1583702	-
1472	SL1344_RS07710	SL1344_RS07710	mrna	1583692	1583940	-
1473	SL1344_RS07720	SL1344_RS07720	mrna	1584297	1584629	+
1474	SL1344_RS07725	SL1344_RS07725	mrna	1584772	1585680	+
1475	SL1344_RS07740	SL1344_RS07740	mrna	1587258	1588724	-
1476	SL1344_RS07745	SL1344_RS07745	mrna	1588983	1589990	+
1477	nhaC	SL1344_RS07750	mrna	1590134	1591585	+
1478	SL1344_RS07755	SL1344_RS07755	mrna	1591598	1592800	+
1479	glgX	SL1344_RS07760	mrna	1592913	1594988	-
1480	treY	SL1344_RS07765	mrna	1595045	1597573	-
1481	treZ	SL1344_RS07770	mrna	1597570	1599354	-
1482	SL1344_RS07775	SL1344_RS07775	mrna	1599483	1600268	-
1483	hdeB	SL1344_RS07780	mrna	1600411	1600740	-
1484	SL1344_RS07785	SL1344_RS07785	mrna	1601090	1601521	-
1485	bdm	SL1344_RS07790	mrna	1602034	1602249	+
1486	sra	SL1344_RS07795	mrna	1602344	1602487	+
1487	SL1344_RS07800	SL1344_RS07800	mrna	1602664	1604361	+
1488	adhP	SL1344_RS07805	mrna	1604647	1605657	+
1489	fdnI	SL1344_RS07810	mrna	1605748	1606404	-
1490	fdxH	SL1344_RS07815	mrna	1606397	1607281	-
1491	fdnG	SL1344_RS07820	mrna	1607295	1610342	-
1492	yddG	SL1344_RS07830	mrna	1610620	1611501	+
1493	ompD	SL1344_RS07835	mrna	1612026	1613114	+
1494	SL1344_RS07840	SL1344_RS07840	mrna	1613258	1613638	+
1495	smvA	SL1344_RS07845	mrna	1613663	1615150	-
1496	SL1344_RS07850	SL1344_RS07850	mrna	1615267	1615845	+
1497	SL1344_RS07855	SL1344_RS07855	mrna	1616060	1617448	+
1498	SL1344_RS07860	SL1344_RS07860	mrna	1617540	1621280	+
1499	narH	SL1344_RS07865	mrna	1621277	1622821	+
1500	narW	SL1344_RS07870	mrna	1622821	1623516	+
1501	narI	SL1344_RS07875	mrna	1623513	1624193	+
1502	SL1344_RS07880	SL1344_RS07880	mrna	1624299	1625192	+
1503	nhoA	SL1344_RS07885	mrna	1625228	1626073	-
1504	steA	SL1344_RS07890	mrna	1626357	1626989	-
1505	ansP	SL1344_RS07895	mrna	1627502	1628995	+
1506	SL1344_RS07900	SL1344_RS07900	mrna	1629072	1629293	-
1507	SL1344_RS07905	SL1344_RS07905	mrna	1629438	1630499	-
1508	pqqU	SL1344_RS07910	mrna	1630763	1632883	+
1509	mcbR	SL1344_RS07915	mrna	1632950	1633615	-
1510	SL1344_RS07920	SL1344_RS07920	mrna	1633949	1634986	-
1511	mddA	SL1344_RS07925	mrna	1635198	1635713	+
1512	SL1344_RS07930	SL1344_RS07930	mrna	1635713	1636162	+
1513	SL1344_RS07935	SL1344_RS07935	mrna	1636167	1636400	-
1514	srfA	SL1344_RS07940	mrna	1636624	1637943	+
1515	SL1344_RS07945	SL1344_RS07945	mrna	1637948	1640929	+
1516	srfC	SL1344_RS07950	mrna	1640926	1643070	+
1517	SL1344_RS07955	SL1344_RS07955	mrna	1643115	1643288	-
1518	yncL	SL1344_RS24820	mrna	1643487	1643582	+
1519	patD	SL1344_RS07960	mrna	1643687	1645132	-
1520	ycdR	SL1344_RS07965	mrna	1645247	1646671	-
1521	SL1344_RS07970	SL1344_RS07970	mrna	1646807	1647577	-
1522	SL1344_RS07975	SL1344_RS07975	mrna	1647836	1648066	-
1523	SL1344_RS07980	SL1344_RS07980	mrna	1648099	1648497	-
1524	sifB	SL1344_RS07985	mrna	1649034	1649984	+
1525	SL1344_RS07990	SL1344_RS07990	mrna	1650258	1650488	+
1526	SL1344_RS07995	SL1344_RS07995	mrna	1650489	1652453	-
1527	SL1344_RS08000	SL1344_RS08000	mrna	1652532	1653068	-
1528	SL1344_RS08005	SL1344_RS08005	mrna	1653159	1654337	+
1529	SL1344_RS08010	SL1344_RS08010	mrna	1654391	1655059	-
1530	tehB	SL1344_RS08015	mrna	1655215	1655811	-
1531	tehA	SL1344_RS08020	mrna	1655798	1656811	-
1532	ydcK	SL1344_RS08025	mrna	1656918	1657898	+
1533	rimL	SL1344_RS08030	mrna	1657895	1658434	-
1534	SL1344_RS08035	SL1344_RS08035	mrna	1658651	1659769	+
1535	sgcB	SL1344_RS08040	mrna	1659766	1660047	+
1536	sgcC	SL1344_RS08045	mrna	1660058	1661371	+
1537	sgcQ	SL1344_RS08050	mrna	1661385	1662191	+
1538	sgcA	SL1344_RS08055	mrna	1662323	1662760	+
1539	SL1344_RS08060	SL1344_RS08060	mrna	1662772	1663404	+
1540	SL1344_RS08065	SL1344_RS08065	mrna	1663420	1664211	+
1541	aac(6')	SL1344_RS08070	mrna	1664211	1664648	+
1542	SL1344_RS08075	SL1344_RS08075	mrna	1664695	1665897	-
1543	SL1344_RS08080	SL1344_RS08080	mrna	1665909	1666484	-
1544	SL1344_RS08085	SL1344_RS08085	mrna	1666680	1668335	-
1545	SL1344_RS08090	SL1344_RS08090	mrna	1668555	1670063	-
1546	SL1344_RS08095	SL1344_RS08095	mrna	1670112	1671455	-
1547	SL1344_RS08100	SL1344_RS08100	mrna	1671748	1672671	+
1548	SL1344_RS08105	SL1344_RS08105	mrna	1672732	1674357	-
1549	SL1344_RS08110	SL1344_RS08110	mrna	1674526	1675644	-
1550	SL1344_RS08115	SL1344_RS08115	mrna	1675676	1675951	-
1551	steB	SL1344_RS26650	mrna	1676474	1676875	+
1552	SL1344_RS08120	SL1344_RS08120	mrna	1677004	1677720	-
1553	sseJ	SL1344_RS08125	mrna	1678146	1679372	+
1554	SL1344_RS08130	SL1344_RS08130	mrna	1679493	1679837	-
1555	SL1344_RS08135	SL1344_RS08135	mrna	1680744	1681505	+
1556	SL1344_RS08140	SL1344_RS08140	mrna	1681512	1682159	+
1557	SL1344_RS08145	SL1344_RS08145	mrna	1682184	1682915	+
1558	SL1344_RS08150	SL1344_RS08150	mrna	1682912	1683592	+
1559	SL1344_RS08155	SL1344_RS08155	mrna	1683729	1685279	+
1560	SL1344_RS08160	SL1344_RS08160	mrna	1685743	1686405	+
1561	cybB	SL1344_RS08165	mrna	1686676	1687206	-
1562	SL1344_RS08170	SL1344_RS08170	mrna	1687323	1688123	-
1563	hrpA	SL1344_RS08175	mrna	1688187	1692089	-
1564	azoR	SL1344_RS08180	mrna	1692290	1692895	+
1565	SL1344_RS08185	SL1344_RS08185	mrna	1692892	1693341	-
1566	SL1344_RS08190	SL1344_RS08190	mrna	1693484	1693807	-
1567	SL1344_RS08195	SL1344_RS08195	mrna	1693815	1694006	-
1568	SL1344_RS08200	SL1344_RS08200	mrna	1694006	1696642	-
1569	ldhA	SL1344_RS08205	mrna	1696882	1697871	+
1570	hslJ	SL1344_RS08210	mrna	1697982	1698392	+
1571	SL1344_RS08215	SL1344_RS08215	mrna	1698436	1698702	-
1572	SL1344_RS26655	SL1344_RS26655	mrna	1698618	1698917	+
1573	nifJ	SL1344_RS08225	mrna	1698978	1702502	+
1574	uspF	SL1344_RS08235	mrna	1702984	1703418	+
1575	SL1344_RS08240	SL1344_RS08240	mrna	1703468	1703806	-
1576	SL1344_RS27910	SL1344_RS27910	mrna	1703799	1703951	-
1577	ttcA	SL1344_RS08255	mrna	1704162	1705097	+
1578	dbpA	SL1344_RS08260	mrna	1705141	1706514	-
1579	SL1344_RS28000	SL1344_RS28000	mrna	1706543	1706725	-
1580	zntB	SL1344_RS08265	mrna	1707001	1707984	-
1581	SL1344_RS08270	SL1344_RS08270	mrna	1708130	1709284	-
1582	smrA	SL1344_RS08275	mrna	1709695	1710258	-
1583	ogt	SL1344_RS08280	mrna	1710516	1711031	+
1584	fnr	SL1344_RS08285	mrna	1711227	1711979	+
1585	uspE	SL1344_RS08290	mrna	1712130	1713077	+
1586	SL1344_RS08295	SL1344_RS08295	mrna	1713132	1713386	-
1587	SL1344_RS08300	SL1344_RS08300	mrna	1713625	1714656	+
1588	SL1344_RS08305	SL1344_RS08305	mrna	1714742	1715344	-
1589	SL1344_RS08310	SL1344_RS08310	mrna	1715388	1716074	+
1590	SL1344_RS08320	SL1344_RS08320	mrna	1716546	1717103	-
1591	zirS	SL1344_RS08325	mrna	1717202	1718032	-
1592	zirT	SL1344_RS08330	mrna	1718053	1720035	-
1593	zirU	SL1344_RS08335	mrna	1720110	1720955	-
1594	SL1344_RS08345	SL1344_RS08345	mrna	1722498	1723607	+
1595	SL1344_RS08350	SL1344_RS08350	mrna	1723821	1724057	-
1596	SL1344_RS08355	SL1344_RS08355	mrna	1724186	1724776	-
1597	bdcA	SL1344_RS08360	mrna	1724854	1725567	+
1598	SL1344_RS08365	SL1344_RS08365	mrna	1725658	1726527	-
1599	SL1344_RS08370	SL1344_RS08370	mrna	1726801	1727706	-
1600	SL1344_RS08375	SL1344_RS08375	mrna	1727825	1728754	+
1601	SL1344_RS08380	SL1344_RS08380	mrna	1728851	1730464	-
1602	mpaA	SL1344_RS08385	mrna	1730654	1731382	+
1603	ycjG	SL1344_RS08390	mrna	1731357	1732322	-
1604	tpx	SL1344_RS08395	mrna	1732438	1732944	+
1605	tyrR	SL1344_RS08400	mrna	1733034	1734575	-
1606	SL1344_RS08405	SL1344_RS08405	mrna	1734723	1735784	-
1607	SL1344_RS08410	SL1344_RS08410	mrna	1735781	1737178	-
1608	pspE	SL1344_RS08415	mrna	1737327	1737641	-
1609	pspD	SL1344_RS08420	mrna	1737717	1737935	-
1610	pspC	SL1344_RS08425	mrna	1737958	1738317	-
1611	pspB	SL1344_RS08430	mrna	1738317	1738541	-
1612	pspA	SL1344_RS08435	mrna	1738601	1739269	-
1613	pspF	SL1344_RS08440	mrna	1739440	1740420	+
1614	sapA	SL1344_RS08445	mrna	1740532	1742181	+
1615	sapB	SL1344_RS08450	mrna	1742178	1743143	+
1616	sapC	SL1344_RS08455	mrna	1743130	1744020	+
1617	sapD	SL1344_RS08460	mrna	1744020	1745012	+
1618	sapF	SL1344_RS08465	mrna	1745014	1745820	+
1619	SL1344_RS08470	SL1344_RS08470	mrna	1745836	1746543	-
1620	steC	SL1344_RS08475	mrna	1747010	1748383	-
1621	SL1344_RS08480	SL1344_RS08480	mrna	1748418	1748597	+
1622	SL1344_RS08485	SL1344_RS08485	mrna	1748572	1748871	+
1623	fabI	SL1344_RS08490	mrna	1748989	1749777	+
1624	SL1344_RS08500	SL1344_RS08500	mrna	1751199	1753133	+
1625	pdeR	SL1344_RS08505	mrna	1753395	1755377	+
1626	SL1344_RS08510	SL1344_RS08510	mrna	1755499	1755678	+
1627	SL1344_RS08515	SL1344_RS08515	mrna	1755765	1756517	+
1628	osmB	SL1344_RS08520	mrna	1756776	1756994	+
1629	yciH	SL1344_RS08525	mrna	1757114	1757440	-
1630	pyrF	SL1344_RS08530	mrna	1757440	1758177	-
1631	lapB	SL1344_RS08535	mrna	1758368	1759537	-
1632	SL1344_RS08540	SL1344_RS08540	mrna	1759544	1759852	-
1633	pgpB	SL1344_RS08545	mrna	1760002	1760766	-
1634	ribA	SL1344_RS08550	mrna	1760962	1761552	+
1635	acnA	SL1344_RS08555	mrna	1761608	1764283	-
1636	ymiC	SL1344_RS27660	mrna	1764466	1764558	-
1637	SL1344_RS27500	SL1344_RS27500	mrna	1764668	1764838	-
1638	SL1344_RS08560	SL1344_RS08560	mrna	1764839	1764979	-
1639	cysB	SL1344_RS08565	mrna	1765260	1766234	-
1640	topA	SL1344_RS08570	mrna	1766645	1769242	-
1641	SL1344_RS08575	SL1344_RS08575	mrna	1769645	1769896	+
1642	sohB	SL1344_RS08580	mrna	1769938	1770984	-
1643	SL1344_RS08585	SL1344_RS08585	mrna	1771222	1771983	+
1644	cobO	SL1344_RS08590	mrna	1771980	1772570	+
1645	rluB	SL1344_RS08595	mrna	1772657	1773532	-
1646	SL1344_RS08600	SL1344_RS08600	mrna	1773633	1774253	-
1647	rnm	SL1344_RS08605	mrna	1774261	1775142	-
1648	trpL	SL1344_RS25360	mrna	1775264	1775308	+
1649	SL1344_RS08610	SL1344_RS08610	mrna	1775403	1776965	+
1650	trpD	SL1344_RS08615	mrna	1776965	1778560	+
1651	trpCF	SL1344_RS08620	mrna	1778564	1779922	+
1652	trpB	SL1344_RS08625	mrna	1779932	1781125	+
1653	trpA	SL1344_RS08630	mrna	1781125	1781931	+
1654	SL1344_RS08635	SL1344_RS08635	mrna	1782411	1782593	+
1655	SL1344_RS08640	SL1344_RS08640	mrna	1782683	1783186	+
1656	SL1344_RS08645	SL1344_RS08645	mrna	1783260	1783766	+
1657	SL1344_RS08650	SL1344_RS08650	mrna	1783786	1784664	+
1658	ompW	SL1344_RS08655	mrna	1784746	1785384	-
1659	SL1344_RS08660	SL1344_RS08660	mrna	1785722	1786126	+
1660	SL1344_RS08665	SL1344_RS08665	mrna	1786152	1786895	+
1661	SL1344_RS08670	SL1344_RS08670	mrna	1786952	1787491	+
1662	yciA	SL1344_RS08675	mrna	1787652	1788053	+
1663	tonB	SL1344_RS08680	mrna	1788113	1788841	-
1664	SL1344_RS08685	SL1344_RS08685	mrna	1789065	1789361	+
1665	SL1344_RS27375	SL1344_RS27375	mrna	1789405	1789578	-
1666	cls	SL1344_RS08690	mrna	1789721	1791181	+
1667	SL1344_RS08695	SL1344_RS08695	mrna	1791215	1791544	+
1668	SL1344_RS08700	SL1344_RS08700	mrna	1791592	1792428	-
1669	oppF	SL1344_RS08705	mrna	1792476	1793480	-
1670	SL1344_RS08710	SL1344_RS08710	mrna	1793477	1794484	-
1671	oppC	SL1344_RS08715	mrna	1794496	1795404	-
1672	oppB	SL1344_RS08720	mrna	1795419	1796339	-
1673	oppA	SL1344_RS08725	mrna	1796461	1798092	-
1674	SL1344_RS08730	SL1344_RS08730	mrna	1798857	1799504	-
